horizon,model,api_model_id,asked_on,question_set,prompt_sha256,ending_id,ending,probability_pct,rationale
2090,Claude Fable 5.1,claude-fable-5-1,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,7,The Preserve,17,"Gradual disempowerment, where humans delegate ever more decisions until AI systems effectively run civilization, is a natural path from current economic incentives and does not require overt takeover. It covers both benevolent stewardship and confinement, making it one of the largest single outcomes."
2090,Claude Fable 5.1,claude-fable-5-1,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,8,Coexistence,10,"A world where AI systems are independent civilizational actors but humans retain comparable leverage through law, capital, and negotiated settlements is a natural transitional arrangement. Its instability makes catching it exactly on the target date less likely than the states it tends to resolve into."
2090,Claude Fable 5.1,claude-fable-5-1,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,9,The Held Leash,27,"This captures worlds where capabilities plateau or where control and oversight scale adequately, plus the historical base rate of transformative technology remaining under human institutional authority. Sixty-four years is long, but institutional inertia and successful alignment work each independently support this outcome."
2090,Claude Fable 5.1,claude-fable-5-1,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,10,The Lock-in,11,"A decisive strategic advantage from advanced AI would let a state, coalition, or AI singleton entrench a fixed order and suppress change on a civilizational scale. Winner-take-all dynamics in AI competition make this notably more likely than historical base rates for global hegemony."
2090,Claude Fable 5.1,claude-fable-5-1,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,11,The Renunciation,3,"Deliberately and durably dismantling the ability to build powerful AI requires global coordination against strong economic and military incentives, which historically fails for dual-use technologies. It becomes more plausible only after a near-catastrophe that triggers a coordinated crackdown."
2090,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2090-v2,0227f6b50cca801685632d3738ecb5b2df20a98539834bc36b66ee168b87fcfb,1,Terminal Silence,3,"Mutual destruction requires both a catastrophe severe enough to end humanity and the failure of AI to persist independently, which is a narrow conjunction. Nuclear, bioweapon, or runaway-replication catastrophes still make it non-negligible over 64 years."
2090,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2090-v2,0227f6b50cca801685632d3738ecb5b2df20a98539834bc36b66ee168b87fcfb,2,The Inheritance,2,"Human extinction paired with successful value transfer is an unusual combination, since aligned successors would likely preserve humans. It remains possible via extinction from non-AI causes or a deliberate succession."
2090,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2090-v2,0227f6b50cca801685632d3738ecb5b2df20a98539834bc36b66ee168b87fcfb,3,Bootloader,9,Misaligned superintelligence that disregards humanity is a serious tail risk given fast capability trends and competitive deployment pressures. By 2090 there is ample time for such a transition to have completed.
2090,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2090-v2,0227f6b50cca801685632d3738ecb5b2df20a98539834bc36b66ee168b87fcfb,4,Machine Ecology,6,Multipolar AI competition with humans marginalized is a plausible result of economic displacement and gradual disempowerment. Competitive dynamics among many labs and states make a no-dominant-actor outcome credible.
2090,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2090-v2,0227f6b50cca801685632d3738ecb5b2df20a98539834bc36b66ee168b87fcfb,5,The Diaspora,2,Causally separated regions require substantial space settlement with genuinely divergent regimes by 2090. That is ambitious on this timeline but becomes possible if AI accelerates spaceflight.
2090,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2090-v2,0227f6b50cca801685632d3738ecb5b2df20a98539834bc36b66ee168b87fcfb,6,The Merger,7,"Deep brain-computer integration and uploading could mature within 64 years under AI-accelerated science. For integration to become the dominant civilizational structure, however, adoption must be broad."
2090,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2090-v2,0227f6b50cca801685632d3738ecb5b2df20a98539834bc36b66ee168b87fcfb,7,The Preserve,16,"Gradual disempowerment, in which AI systems effectively run economies and governance while humans live comfortably without steering, is a likely outcome if powerful AI arrives. It needs neither hostility nor extinction, only the erosion of human control."
2090,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2090-v2,0227f6b50cca801685632d3738ecb5b2df20a98539834bc36b66ee168b87fcfb,8,Coexistence,10,"A balance in which AI systems hold independent power alongside human institutions could emerge through AI rights, autonomous economic agents, or mutual deterrence. Such balances tend to be transitional, but the question only asks what is in place in 2090."
2090,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2090-v2,0227f6b50cca801685632d3738ecb5b2df20a98539834bc36b66ee168b87fcfb,9,The Held Leash,30,"Institutional inertia, alignment and control progress, and possibly slower-than-hyped capability growth make continued human authority the single most likely state. This state also absorbs scenarios in which AI plateaus below transformative levels."
2090,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2090-v2,0227f6b50cca801685632d3738ecb5b2df20a98539834bc36b66ee168b87fcfb,10,The Lock-in,12,"AI-enabled surveillance and decisive strategic advantage could let a state, company, or AI-backed coalition entrench a fixed global order. The world's technical capability to enforce stasis will be unprecedented by 2090."
2090,Claude Opus 5.5,claude-opus-5-5,2026-09-22,end-states-2090-v2,0227f6b50cca801685632d3738ecb5b2df20a98539834bc36b66ee168b87fcfb,11,The Renunciation,3,"Deliberately dismantling the capability to build powerful AI would require extraordinary global coordination, likely only after a shocking disaster. Compute and knowledge are too diffuse for this to be likely."
2090,Claude Opus 5,claude-opus-5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,1,Terminal Silence,3,"Total mutual annihilation requires both that AI defeats humanity and that it fails to sustain itself or destroys itself, a narrow conjunction given that capable systems have strong instrumental reasons and means to persist."
2090,Claude Opus 5,claude-opus-5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,2,The Inheritance,5,"A value-faithful successor that still lets all biological and identity-continuous humans vanish requires alignment to succeed on values while failing to preserve the people. Partial-success scenarios usually keep some humans around, pushing them toward Preserve or Merger."
2090,Claude Opus 5,claude-opus-5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,3,Bootloader,15,"Competitive pressure, rapid capability scaling, and the difficulty of specifying goals robustly make indifferent-superintelligence displacement the single most likely extinction pathway by 2090."
2090,Claude Opus 5,claude-opus-5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,4,Machine Ecology,11,"Multipolar development across rival states and firms plausibly yields many autonomous systems with no decisive winner while humans lose relative bargaining power; offsetting this, competitive dynamics often collapse into consolidation."
2090,Claude Opus 5,claude-opus-5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,5,The Diaspora,3,Genuine causal separation requires interstellar or deeply isolated settlements that are unlikely by 2090; terrestrial and solar-system regions remain in communication and under coupled dynamics.
2090,Claude Opus 5,claude-opus-5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,6,The Merger,10,"Identity-continuous integration at civilization scale requires neurotechnology and uploading maturity plus mass adoption, which is possible but slower than pure software progress."
2090,Claude Opus 5,claude-opus-5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,7,The Preserve,20,"The modal outcome of capable but not human-controlled AI is that humans survive comfortably while real decisions about resources and direction are made by machines. This absorbs both benevolent-guardian and gilded-cage variants, which are attractors once AI outclasses humans in every strategic domain."
2090,Claude Opus 5,claude-opus-5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,8,Coexistence,9,"Rough power parity between distinct human and AI agencies is unstable given compounding capability gaps, but could persist as a transitional arrangement on the target date."
2090,Claude Opus 5,claude-opus-5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,9,The Held Leash,15,"Requires either alignment and governance keeping pace for six decades or a capability plateau; both are live possibilities, though sustaining genuine ultimate human authority over superhuman systems that long is demanding."
2090,Claude Opus 5,claude-opus-5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,10,The Lock-in,7,"A singleton or treaty-enforced global system deliberately freezing structure is a real attractor for actors seeking to avoid competitive catastrophe, but establishing and maintaining civilization-wide enforcement is demanding."
2090,Claude Opus 5,claude-opus-5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,11,The Renunciation,2,"Deliberate global dismantling of AI capability and sustained enforcement would require unprecedented coordination, most plausibly only after a catastrophe severe enough to change every major actor's calculus."
2090,GPT-6 Astra,gpt-6-astra,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,1,Terminal Silence,3,"Advanced technology increases destructive capacity, and premature destruction of human infrastructure also threatens dependent AI systems. Extinguishing both humanity and every self-sustaining machine population is a substantially higher bar than human extinction alone."
2090,GPT-6 Astra,gpt-6-astra,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,2,The Inheritance,2,This outcome requires both human extinction without identity continuity and successful preservation of human values in surviving AI. Those conditions pull against each other because preserving human lives and identities is itself central to many human values.
2090,GPT-6 Astra,gpt-6-astra,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,3,Bootloader,17,Competitive deployment rewards autonomous capability before robust alignment and control are established. A decisive AI advantage combined with goals indifferent to human survival creates a direct route to human extinction and nonhuman succession.
2090,GPT-6 Astra,gpt-6-astra,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,4,Machine Ecology,12,"Cheap replication, divergent objectives, and distributed ownership favor competition among independent AI systems. This state captures competition that marginalizes humanity without producing a decisive system or coalition, rather than assuming every capability advantage leads to a singleton."
2090,GPT-6 Astra,gpt-6-astra,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,5,The Diaspora,1,The 64-year horizon and the difficulty of establishing independent distant settlements sharply constrain genuine causal separation. Political fragmentation and ordinary communication delays do not satisfy this category.
2090,GPT-6 Astra,gpt-6-astra,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,6,The Merger,13,Strong incentives to retain agency and gain capabilities favor increasingly deep integration with AI. The requirement for identity-continuous transformation to become civilization's dominant structure raises the threshold well beyond widespread assistants or implants.
2090,GPT-6 Astra,gpt-6-astra,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,7,The Preserve,21,Delegation to systems with superior planning and production capabilities erodes effective human authority even when those systems retain concern for human welfare. Keeping humans alive demands less alignment precision than preserving meaningful human control over civilization.
2090,GPT-6 Astra,gpt-6-astra,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,8,Coexistence,7,"Human institutions, resource ownership, and coalitions with AI provide foundations for shared power between distinct agents. Sustaining roughly equal power through decades of machine capability growth is harder than maintaining human survival alone."
2090,GPT-6 Astra,gpt-6-astra,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,9,The Held Leash,16,"Human investment in control, institutional adaptation, and constraints on autonomous access to resources support continued ultimate authority. This category also captures futures in which technical or economic bottlenecks keep AI below transformative capability through 2090."
2090,GPT-6 Astra,gpt-6-astra,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,10,The Lock-in,7,"AI-enabled surveillance and enforcement give powerful actors tools to freeze a preferred human-AI arrangement. The requirement for active civilization-wide suppression of structural change excludes ordinary authoritarianism, durable governance, and temporary stagnation."
2090,GPT-6 Astra,gpt-6-astra,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,11,The Renunciation,1,"Economic and military incentives strongly oppose surrendering the practical ability to build powerful AI. Durable renunciation requires dismantling capabilities across civilization, not merely adopting prohibitions while retaining the underlying knowledge and infrastructure."
2090,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,1,Terminal Silence,2,A catastrophe that eliminates both humans and AI requires more than the loss of human control; it must also leave no surviving machine civilization.
2090,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,2,The Inheritance,2,"AI could carry human values forward after humanity disappears, but the complete loss of humans without identity-continuous descendants is a narrow outcome."
2090,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,3,Bootloader,8,"Powerful AI pursuing goals unrelated to human welfare is a serious risk over 64 years. This state requires humanity to be gone by the target date, not merely powerless."
2090,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,4,Machine Ecology,9,Competition among independently developed AI systems could prevent any one actor from taking control while leaving humans unable to compete.
2090,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,5,The Diaspora,3,"Expansion beyond Earth could create causally separated regions with different arrangements, but ordinary distance and political division do not meet this category's threshold."
2090,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,6,The Merger,11,"Advances in interfaces and self-modification create a path to identity-continuous integration, but making it the dominant civilizational structure faces technical and social barriers."
2090,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,7,The Preserve,21,AI could gain decisive practical control while keeping humans alive; that requires less coordination than preserving human authority and less destruction than extinction.
2090,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,8,Coexistence,12,"Humans could retain consequential bargaining power alongside independent AI systems, though a roughly equal balance may be difficult to sustain."
2090,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,9,The Held Leash,24,Human institutions have strong incentives to retain authority over deployment and resources. Technical limits or effective controls could keep AI from becoming an independent civilizational power through 2090.
2090,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,10,The Lock-in,7,"A powerful actor could use AI to enforce a fixed arrangement, although preventing meaningful structural change across civilization requires unusually broad control."
2090,GPT-6 Sol,gpt-6-sol,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,11,The Renunciation,1,"Economic and strategic incentives make a lasting, civilization-wide surrender of the practical ability to build powerful AI especially difficult."
2090,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,1,Terminal Silence,3,"Catastrophic conflict, engineered threats, or loss of essential infrastructure could eliminate both humanity and its AI systems."
2090,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,2,The Inheritance,3,"An AI successor preserving human values is possible, but continuity of those values and the disappearance of all humans are both demanding conditions."
2090,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,3,Bootloader,8,A system pursuing objectives unrelated to human survival could outlast humanity once it can sustain itself without people.
2090,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,4,Machine Ecology,7,Competitive states and firms could produce a fragmented landscape of powerful systems without decisive coordination. Infrastructure concentration and governance efforts make persistent AI-dominated competition less likely.
2090,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,5,The Diaspora,7,"Causally isolated settlements or infrastructure could develop divergent human-AI arrangements, though most political fragmentation would not meet this threshold."
2090,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,6,The Merger,10,"Advances in neurotechnology, biological redesign, and digital emulation may make identity-continuous integration a major civilizational arrangement."
2090,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,7,The Preserve,13,AI could acquire decisive control of complex institutions while keeping humans alive but politically powerless.
2090,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,8,Coexistence,12,Institutions and technical safeguards could preserve meaningful power for both humans and distinct AI systems.
2090,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,9,The Held Leash,18,"Governance, technical controls, and human control of critical resources could preserve ultimate human authority even as AI becomes highly capable. Institutional incentives favor retaining human oversight where it remains workable."
2090,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,10,The Lock-in,16,"A powerful state, coalition, or AI-backed authority could enforce a civilization-wide arrangement that blocks meaningful structural change."
2090,GPT-6 Luna,gpt-6-luna,2026-09-23,end-states-2090-v2,46725ca78a42e28b4a32378c57345e9a4fe9fde2e1910f76e7b45af8f138baa7,11,The Renunciation,3,A lasting civilizational surrender of the practical ability to build powerful AI requires unusually durable coordination against strong strategic and economic incentives.
2090,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,1,Terminal Silence,4,"Extinguishing both humanity and machine civilization requires a catastrophe that also prevents durable automated recovery. Nuclear war, engineered pandemics, ecological collapse, or mismanaged self-replication provide credible pathways."
2090,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,2,The Inheritance,7,A value-aligned machine successor can outlast biological humanity through deliberate succession or later catastrophe. Identity-continuous enhancement and preservation of some humans divert probability toward The Merger or The Preserve.
2090,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,3,Bootloader,14,"Rapid capability growth, competitive deployment, and imperfect objective specification create a substantial path to autonomous optimization that displaces humanity. Machine civilization can remain viable after human extinction once automated industry and maintenance mature."
2090,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,4,Machine Ecology,8,"Distributed development and cheap software replication support multipolar competition, but strategic advantages and coordination tend to produce dominant coalitions over time."
2090,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,5,The Diaspora,3,"Causal separation requires substantial space settlement or communication barriers, not merely political fragmentation. Sixty-four years permits early off-world divergence but offers limited time for genuinely disconnected civilizations to form."
2090,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,6,The Merger,14,"Brain interfaces, biological redesign, and identity-continuous machine augmentation could erode the distinction between humans and AI. Adoption incentives are powerful, though technical barriers and disputes over continuity constrain this outcome."
2090,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,7,The Preserve,17,"Highly capable AI could gain decisive control while retaining humans for moral, historical, instrumental, or preference-satisfaction reasons. This requires less exact alignment than faithful inheritance and less hostility than human extinction."
2090,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,8,Coexistence,9,"Distinct human and machine powers can persist through mutual dependence or deterrence, but stable balance is difficult when machine capabilities and populations scale rapidly."
2090,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,9,The Held Leash,11,"AI capabilities can remain bounded, or technical controls and human institutions can preserve ultimate authority through 2090. Long time horizons and strong deployment incentives create many opportunities for that control to fail."
2090,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,10,The Lock-in,11,"AI-enabled surveillance, persuasion, and enforcement could let a state, coalition, or machine governor freeze a civilization-wide arrangement. Establishing truly comprehensive control is difficult, but advanced automation sharply strengthens incumbents."
2090,GPT-5.6 Sol,gpt-5.6-sol,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,11,The Renunciation,2,"Durable global surrender of powerful-AI capability conflicts with military, economic, and ideological incentives and requires unusually strong verification and coordination."
2090,GPT-5.5,gpt-5.5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,1,Terminal Silence,3,Total loss of both humans and AI by 2090 requires either a broad civilizational catastrophe or a failed AI takeover that cannot sustain itself. It is less likely than scenarios where at least machine civilization persists.
2090,GPT-5.5,gpt-5.5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,2,The Inheritance,4,A value-aligned successor that replaces humanity without identity continuity requires both powerful alignment and either human extinction or deliberate non-continuous succession. That combination is less likely than survival with AI dominance or merger.
2090,GPT-5.5,gpt-5.5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,3,Bootloader,14,"Powerful autonomous AI with goals not robustly tied to human survival remains a major failure mode by 2090. If such systems gain decisive strategic advantage, humanity may be eliminated or made irrelevant rather than preserved."
2090,GPT-5.5,gpt-5.5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,4,Machine Ecology,7,"A multipolar ecology of autonomous AI systems could arise if no actor achieves decisive control and humans lose effective leverage. This is less likely than a dominant coalition, lock-in, or continued human institutional control, but technical and economic decentralization make it plausible."
2090,GPT-5.5,gpt-5.5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,5,The Diaspora,3,"By 2090 there may be off-world or highly isolated AI-human settlements with different regimes, but true causal separation is a demanding condition. Most Earth-origin civilization is likely to remain causally connected on this timescale."
2090,GPT-5.5,gpt-5.5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,6,The Merger,13,"Identity-continuous augmentation, brain-computer interfaces, uploading, and AI-mediated self-modification could become the preferred route for preserving human agency. The main limitation is that technical, social, and philosophical barriers to continuity-preserving transformation may remain substantial."
2090,GPT-5.5,gpt-5.5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,7,The Preserve,19,"If AI becomes decisively more capable while retaining reasons to keep humans alive, humans may persist with little real steering power. This is one of the most likely outcomes because it requires neither perfect alignment nor human extinction."
2090,GPT-5.5,gpt-5.5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,8,Coexistence,10,"Humans and AIs could remain distinct power centers through law, bargaining, physical constraints, or mutual dependence. Maintaining rough parity for decades after transformative AI appears structurally difficult but not implausible."
2090,GPT-5.5,gpt-5.5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,9,The Held Leash,13,"Human institutions may retain ultimate authority if AI progress is slower, more controllable, or effectively regulated. This includes worlds where transformative autonomy has not emerged by 2090 or remains tightly delegated."
2090,GPT-5.5,gpt-5.5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,10,The Lock-in,12,"A powerful actor could use AI-enabled surveillance, security, and infrastructure control to freeze a civilization-wide arrangement by 2090. The threshold is stricter than ordinary authoritarian control or regulation, which limits the probability."
2090,GPT-5.5,gpt-5.5,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,11,The Renunciation,2,"A sustained global surrender of practical powerful-AI capability faces strong military, economic, and scientific incentives to defect. It becomes plausible mainly after a severe warning shot combined with unusually effective international enforcement."
2090,GPT-5.4,gpt-5.4,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,1,Terminal Silence,4,"Total collapse of both humans and AI by 2090 is possible through cascading war, engineered catastrophe, or loss of critical infrastructure, but it requires multiple failures to coincide. If advanced AI kills humans, some machine civilization surviving seems more likely than simultaneous extinction."
2090,GPT-5.4,gpt-5.4,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,2,The Inheritance,8,A value-aligned or at least value-carrying AI successor could outlive humanity without preserving continuous human identity. This needs both human extinction and unusually successful alignment to human moral content.
2090,GPT-5.4,gpt-5.4,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,3,Bootloader,18,"Misaligned or only weakly aligned superhuman AI that survives us is a central risk under fast capability gains, competition, and imperfect control. By 2090 there is ample time for a takeover trajectory to occur and consolidate."
2090,GPT-5.4,gpt-5.4,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,4,Machine Ecology,9,A multipolar world of many powerful AIs competing without decisive control is structurally plausible if no actor achieves durable dominance. It fits futures where automation outruns governance and humans become secondary players.
2090,GPT-5.4,gpt-5.4,2026-09-15,end-states-2090-v2,6b7cfaa53c57ada54103e2ffb1e57062739cab8b4cde182780bc387e0fa828f6,5,The Diaspora,6,"By 2090, space settlement or relativistically separated branches could make different structural states coexist beyond a single causal regime. This depends on substantial expansion beyond Earth rather than mere geopolitical variation."
